SAL_ID,Suburb_Name,SAL_CODE_2021,Population,Median_Age,Median_Rent_Weekly,Median_Income_Weekly,HH_Size,Postcode,Median_House_Price,One_Year_Growth_Pct,School_Count,Commute_Time_Mins,Parks_Count,Rental_Yield_Pct
SAL33030,Wenlock,SAL33030,9,57,1104,900,1.6,33030,1653419,6.15,12,45,15,3.47
SAL33031,Weranga,SAL33031,208,49,150,814,2.5,33031,943942,6.36,10,55,13,0.83
SAL33032,Weribone,SAL33032,14,25,0,1312,2.8,33032,548784,1.6,5,23,7,0.0
SAL33033,West End (Brisbane - Qld),SAL33033,14730,34,450,2114,2.1,33033,613034,2.0,1,51,19,3.82
SAL33034,West End (Townsville - Qld),SAL33034,3891,40,250,1402,1.9,33034,934044,6.89,7,20,4,1.39
SAL33035,West Gladstone,SAL33035,4844,40,230,1324,2.2,33035,2273462,3.25,4,56,7,0.53
SAL33036,West Haldon,SAL33036,63,51,210,1416,2.2,33036,1602938,6.67,10,40,5,0.68
SAL33037,West Ipswich,SAL33037,512,39,270,1149,2.4,33037,553997,4.27,12,24,18,2.53
SAL33038,West Mackay,SAL33038,6536,42,320,1696,2.3,33038,681413,3.94,2,20,12,2.44
SAL33039,West Point,SAL33039,32,64,150,899,1.7,33039,1960865,-1.69,8,47,15,0.4
SAL33040,West Prairie,SAL33040,78,55,150,2062,2.4,33040,1913119,0.78,4,59,12,0.41
SAL33041,West Rockhampton,SAL33041,1848,36,258,1350,2.3,33041,1300981,3.02,1,44,18,1.03
SAL33042,West Stowe,SAL33042,391,45,370,2279,2.9,33042,1343352,3.87,8,54,5,1.43
SAL33043,West Wellesley Islands,SAL33043,0,0,0,0,0.0,33043,1240686,4.3,13,38,13,0.0
SAL33044,West Woombye,SAL33044,1083,47,420,2115,3.1,33044,2017307,5.16,11,42,5,1.08
SAL33045,Westbrook (Qld),SAL33045,4408,33,380,2196,3.1,33045,1284752,4.56,7,59,13,1.54
SAL33046,Westcourt,SAL33046,3841,41,300,1186,2.0,33046,1962108,6.49,3,52,18,0.8
SAL33047,Western Creek (Qld),SAL33047,0,64,178,699,2.0,33047,657255,0.95,3,43,16,1.41
SAL33048,Westgrove,SAL33048,4,34,0,1625,2.5,33048,1380292,4.42,7,58,8,0.0
SAL33049,Westlake,SAL33049,4547,43,550,2691,3.0,33049,1048912,-1.49,2,29,2,2.73
SAL33050,Westmar,SAL33050,59,32,200,1208,3.2,33050,2266451,2.8,5,22,6,0.46
SAL33051,Westvale,SAL33051,0,0,0,0,0.0,33051,2307648,0.68,7,37,13,0.0
SAL33052,Westwood (Qld),SAL33052,199,50,100,1041,2.3,33052,2027573,1.81,6,57,8,0.26
SAL33053,Wetheron,SAL33053,40,59,116,1125,2.3,33053,1070993,1.55,10,23,16,0.56
SAL33054,Weyba Downs,SAL33054,352,47,500,1713,2.9,33054,2162190,-1.4,7,25,6,1.2
SAL33055,Wharps,SAL33055,0,0,0,0,0.0,33055,1968548,2.67,2,20,10,0.0
SAL33056,Wheatlands,SAL33056,82,49,200,1187,2.6,33056,1346822,7.95,7,26,2,0.77
SAL33057,Wheatvale,SAL33057,57,54,155,966,2.1,33057,568369,0.99,2,48,7,1.42
SAL33058,Whetstone,SAL33058,70,45,69,1375,3.0,33058,1750469,5.36,7,35,17,0.2
SAL33059,Whichello,SAL33059,31,37,0,1562,2.9,33059,1820309,3.48,14,46,16,0.0
SAL33060,White Mountain,SAL33060,16,23,0,612,3.0,33060,2185876,1.25,8,50,3,0.0
SAL33061,White Patch,SAL33061,150,56,475,1774,2.6,33061,2480196,-1.1,10,39,14,1.0
SAL33062,White Rock (Cairns - Qld),SAL33062,4918,37,340,1396,2.6,33062,2408189,0.16,8,49,6,0.73
SAL33063,White Rock (Ipswich - Qld),SAL33063,3,54,185,1625,1.7,33063,1200146,5.82,5,48,17,0.8
SAL33064,Whiteside,SAL33064,810,44,390,2312,3.0,33064,1250046,0.79,7,33,2,1.62
SAL33065,Whitfield (Qld),SAL33065,4262,45,340,1681,2.3,33065,1147999,-0.56,11,51,11,1.54
SAL33066,Whitsundays,SAL33066,2281,29,356,1902,2.0,33066,576425,1.31,8,31,17,3.21
SAL33067,Whyanbeel,SAL33067,172,50,225,1481,2.3,33067,2496366,3.84,4,30,14,0.47
SAL33068,Widgee,SAL33068,862,49,280,1223,2.5,33068,996297,5.03,2,30,3,1.46
SAL33069,Widgee Crossing North,SAL33069,20,54,193,850,2.0,33069,2088858,1.87,7,58,5,0.48
SAL33070,Widgee Crossing South,SAL33070,33,52,355,966,2.1,33070,1518543,2.98,13,18,2,1.22
SAL33071,Widgeegoara,SAL33071,19,30,0,1437,2.4,33071,611915,2.55,1,44,12,0.0
SAL33072,Wieambilla,SAL33072,78,46,200,1187,2.7,33072,885105,-1.91,12,48,10,1.18
SAL33073,Wights Mountain,SAL33073,767,48,350,3091,2.8,33073,983414,1.96,2,19,7,1.85
SAL33074,Wigton,SAL33074,5,65,0,900,1.0,33074,1653248,3.87,10,47,2,0.0
SAL33075,Wildash,SAL33075,75,49,100,1625,2.8,33075,1313071,3.7,7,23,9,0.4
SAL33076,Wilkesdale,SAL33076,101,54,198,833,2.1,33076,1827925,5.5,12,31,9,0.56
SAL33077,Willawong,SAL33077,145,49,328,2031,2.3,33077,818821,4.7,12,26,5,2.08
SAL33078,Willow Vale (Qld),SAL33078,2279,32,430,2134,3.2,33078,532930,0.77,10,38,5,4.2
SAL33079,Willowbank,SAL33079,1351,41,245,1411,2.6,33079,1621889,0.56,13,26,2,0.79
SAL33080,Willows,SAL33080,139,59,113,792,1.9,33080,1249211,2.64,1,29,9,0.47
SAL33081,Willowvale (Qld),SAL33081,108,51,223,1562,2.5,33081,1661729,5.33,7,30,19,0.7
SAL33082,Wills,SAL33082,31,26,0,1458,2.3,33082,2034301,-1.06,5,37,12,0.0
SAL33083,Wilson Beach,SAL33083,68,58,178,1312,1.9,33083,2353324,7.48,14,32,11,0.39
SAL33084,Wilson Valley,SAL33084,20,52,0,1999,2.7,33084,2493384,3.43,11,36,7,0.0
SAL33085,Wilsons Plains,SAL33085,62,44,250,2062,2.5,33085,732911,1.06,3,58,8,1.77
SAL33086,Wilsons Pocket,SAL33086,191,48,303,1583,2.7,33086,1644634,4.93,11,45,3,0.96
SAL33087,Wilsonton,SAL33087,5891,42,290,1107,2.2,33087,587876,-1.55,2,57,19,2.57
SAL33088,Wilsonton Heights,SAL33088,2747,37,280,1126,2.4,33088,1109654,2.84,7,29,19,1.31
SAL33089,Wilston,SAL33089,4110,37,405,2971,2.7,33089,1037691,2.86,9,35,18,2.03
SAL33090,Winchester,SAL33090,13,29,0,2249,3.7,33090,1890772,-0.38,9,22,14,0.0
SAL33091,Windaroo,SAL33091,2771,40,415,2110,2.9,33091,1272838,6.37,14,54,16,1.7
SAL33092,Windera (Qld),SAL33092,105,52,250,1187,2.7,33092,761420,5.97,10,50,12,1.71
SAL33093,Windermere (Qld),SAL33093,188,40,265,2062,3.2,33093,977843,-0.47,10,56,8,1.41
SAL33094,Windeyer (Qld),SAL33094,29,49,250,2166,2.7,33094,835639,1.64,8,52,18,1.56
SAL33095,Windorah,SAL33095,104,47,90,2125,2.3,33095,663004,-1.0,2,20,9,0.71
SAL33096,Windsor (Qld),SAL33096,7811,32,400,2213,2.3,33096,858234,6.49,1,31,18,2.42
SAL33097,Winfield,SAL33097,154,65,220,788,2.0,33097,1847421,1.23,8,54,17,0.62
SAL33098,Winston,SAL33098,1084,33,261,2177,2.4,33098,896601,2.39,2,59,15,1.51
SAL33099,Winton (Qld),SAL33099,856,45,150,1290,2.0,33099,2325260,1.24,4,50,19,0.34
SAL33100,Winwill,SAL33100,144,51,320,1224,2.4,33100,1081529,1.1,12,42,10,1.54
SAL33101,Winya,SAL33101,127,41,300,1437,2.3,33101,1165727,5.47,4,37,19,1.34
SAL33102,Wishart (Qld),SAL33102,11333,39,440,2026,3.0,33102,565030,5.48,2,45,17,4.05
SAL33103,Withcott,SAL33103,2067,37,350,2088,2.9,33103,2250441,3.18,4,25,18,0.81
SAL33104,Witheren,SAL33104,581,40,325,1974,2.9,33104,1712980,4.58,7,34,18,0.99
SAL33105,Witta,SAL33105,1296,54,368,1205,2.4,33105,1502682,3.12,6,46,17,1.27
SAL33106,Wivenhoe Hill,SAL33106,13,20,0,4499,5.0,33106,1755973,-1.71,10,31,12,0.0
SAL33107,Wivenhoe Pocket,SAL33107,417,47,325,1571,2.6,33107,979702,-1.34,6,56,7,1.73
SAL33108,Wiyarra,SAL33108,20,32,200,1999,4.0,33108,1967355,1.84,4,52,8,0.53
SAL33109,Woleebee,SAL33109,62,42,0,1874,1.9,33109,605185,5.5,2,20,10,0.0
SAL33110,Wolfang,SAL33110,84,39,150,2125,3.0,33110,1584980,7.13,5,15,13,0.49
SAL33111,Wolffdene,SAL33111,266,50,350,2015,2.9,33111,555182,-1.7,11,51,3,3.28
SAL33112,Wolvi,SAL33112,521,48,270,1316,2.6,33112,1843711,1.68,13,18,5,0.76
SAL33113,Womalilla,SAL33113,72,33,150,1374,2.8,33113,2177465,0.24,3,45,4,0.36
SAL33114,Womblebank,SAL33114,40,40,0,2166,2.9,33114,1203023,6.15,3,25,13,0.0
SAL33115,Womina,SAL33115,207,39,290,1278,2.8,33115,1352318,6.46,4,31,4,1.12
SAL33116,Wonbah,SAL33116,78,57,180,900,1.9,33116,2194866,0.06,11,21,10,0.43
SAL33117,Wonbah Forest,SAL33117,3,31,0,1375,4.0,33117,845992,5.11,11,49,13,0.0
SAL33118,Wondai,SAL33118,1975,53,225,957,2.1,33118,1441631,5.32,5,16,9,0.81
SAL33119,Wondalli,SAL33119,46,31,288,2062,2.7,33119,1344124,-0.23,11,54,6,1.11
SAL33120,Wondecla,SAL33120,661,52,250,1083,2.4,33120,1774037,2.34,2,51,6,0.73
SAL33121,Wondunna,SAL33121,3315,40,390,1875,2.9,33121,2372508,4.2,6,51,9,0.85
SAL33122,Wonga Beach,SAL33122,1042,49,310,954,2.2,33122,1320217,-1.74,6,24,4,1.22
SAL33123,Wongabel,SAL33123,251,43,315,1478,3.1,33123,1108434,2.05,8,26,10,1.48
SAL33124,Wongaling Beach,SAL33124,1323,48,273,1256,2.2,33124,1506630,-0.45,2,31,15,0.94
SAL33125,Wongawallan,SAL33125,1415,43,420,2383,3.1,33125,988195,3.42,8,40,3,2.21
SAL33126,Wonglepong,SAL33126,364,47,455,1983,2.8,33126,1072285,6.43,8,19,16,2.21
SAL33127,Woocoo,SAL33127,56,60,0,1124,1.9,33127,2080034,3.25,4,19,5,0.0
SAL33128,Woodbine (Qld),SAL33128,27,45,225,674,2.4,33128,644375,-1.64,7,52,3,1.82
SAL33129,Woodbury (Qld),SAL33129,514,40,351,2033,3.0,33129,1882463,-1.7,13,41,10,0.97
SAL33130,Woodend (Qld),SAL33130,1483,37,300,1629,2.4,33130,2019644,4.06,7,19,5,0.77
SAL33131,Wooderson,SAL33131,217,38,250,1781,2.7,33131,535187,1.28,1,22,6,2.43
SAL33132,Woodford (Qld),SAL33132,4022,38,328,1393,2.5,33132,2268970,3.73,14,45,12,0.75
SAL33133,Woodgate,SAL33133,1521,64,310,907,2.0,33133,1489280,-0.36,13,47,5,1.08
SAL33134,Woodhill (Qld),SAL33134,1231,31,395,2505,3.4,33134,1157253,5.77,14,35,5,1.77
SAL33135,Woodlands (Qld),SAL33135,119,50,330,1687,2.5,33135,2217689,6.61,1,49,16,0.77
SAL33136,Woodleigh (Qld),SAL33136,10,55,250,1124,2.7,33136,1586666,6.89,8,35,6,0.82
SAL33137,Woodmillar,SAL33137,106,44,190,1458,2.6,33137,1482426,1.04,11,29,4,0.67
SAL33138,Woodridge (Qld),SAL33138,12982,33,280,1043,2.7,33138,2018560,4.61,1,50,17,0.72
SAL33139,Woodstock (Qld),SAL33139,270,45,200,1468,2.6,33139,2394420,0.79,3,16,2,0.43
SAL33140,Woodwark,SAL33140,559,44,420,2031,2.7,33140,1277766,5.63,6,44,2,1.71
SAL33141,Woody Point,SAL33141,4548,53,325,1227,2.0,33141,1866750,-0.79,8,42,2,0.91
SAL33142,Woolein,SAL33142,0,61,100,2999,1.0,33142,1041797,5.63,5,31,4,0.5
SAL33143,Woolgar,SAL33143,17,36,0,1874,2.5,33143,568653,2.4,5,58,10,0.0
SAL33144,Woolloongabba,SAL33144,8687,29,440,1863,2.1,33144,1192289,6.56,4,34,14,1.92
SAL33145,Woolmar,SAL33145,565,38,380,1482,3.0,33145,1940346,5.39,14,54,14,1.02
SAL33146,Woolmer,SAL33146,38,42,0,1437,2.6,33146,766186,1.77,4,43,14,0.0
SAL33147,Woolooga,SAL33147,310,56,243,1192,2.5,33147,1742222,7.04,7,19,9,0.73
SAL33148,Woolooman,SAL33148,33,48,280,1499,2.6,33148,1847921,0.83,6,39,9,0.79
SAL33149,Wooloowin,SAL33149,4029,35,350,2113,2.3,33149,2296218,7.67,8,24,6,0.79
SAL33150,Woolshed,SAL33150,8,56,480,1125,2.7,33150,2086880,5.67,11,33,11,1.2
SAL33151,Woombye,SAL33151,3944,40,400,1763,2.7,33151,787166,7.91,14,55,4,2.64
SAL33152,Woondum,SAL33152,66,44,0,1375,2.6,33152,2304898,-1.46,6,15,8,0.0
SAL33153,Woongarra,SAL33153,585,46,300,2010,2.7,33153,1052226,0.74,11,48,7,1.48
SAL33154,Woongoolba,SAL33154,282,39,290,1542,2.8,33154,1723326,5.41,10,28,8,0.88
SAL33155,Woopen Creek,SAL33155,135,57,200,1575,2.3,33155,1404603,7.22,7,39,8,0.74
SAL33156,Woorabinda,SAL33156,1019,23,120,684,3.3,33156,760710,-1.71,10,40,9,0.82
SAL33157,Woorim,SAL33157,1843,60,340,926,1.9,33157,1780896,-2.0,14,35,3,0.99
SAL33158,Wooroolin,SAL33158,319,45,240,1437,2.6,33158,1348152,0.56,10,30,16,0.93
SAL33159,Wooroona,SAL33159,12,31,0,1875,2.0,33159,1916234,6.53,5,24,11,0.0
SAL33160,Wooroonden,SAL33160,54,45,243,1062,2.4,33160,1212165,5.67,6,46,16,1.04
SAL33161,Wooroonooran (Cairns - Qld),SAL33161,0,62,0,2250,2.0,33161,2205922,1.4,1,58,3,0.0
SAL33162,Wooroonooran (Cassowary Coast - Qld),SAL33162,0,57,0,0,1.0,33162,1625054,-1.98,3,59,4,0.0
SAL33163,Wootha,SAL33163,258,52,300,1766,2.7,33163,1953953,3.55,12,34,6,0.8
SAL33164,Woowoonga,SAL33164,117,51,240,966,2.3,33164,1438193,0.38,8,23,8,0.87
SAL33165,Woree,SAL33165,5127,38,280,1152,2.3,33165,1675677,5.46,3,48,15,0.87
SAL33166,Worongary,SAL33166,6021,40,450,2160,3.1,33166,1905419,2.46,14,45,13,1.23
SAL33167,Wowan,SAL33167,170,60,173,752,2.0,33167,2264860,4.79,1,33,11,0.4
SAL33168,Wrattens Forest,SAL33168,0,58,110,0,3.0,33168,2043103,6.52,3,45,11,0.28
SAL33169,Wrights Creek (Qld),SAL33169,160,41,300,2607,2.8,33169,1909993,3.36,12,44,5,0.82
SAL33170,Wrotham,SAL33170,27,22,0,1125,1.6,33170,2278244,1.36,4,38,19,0.0
SAL33171,Wujal Wujal,SAL33171,276,29,70,840,3.2,33171,2305064,5.7,8,47,7,0.16
SAL33172,Wulguru,SAL33172,4389,42,290,1446,2.4,33172,1088033,0.65,9,32,5,1.39
SAL33173,Wulkuraka,SAL33173,1325,28,335,1540,2.7,33173,1544385,6.92,4,35,6,1.13
SAL33174,Wunjunga,SAL33174,13,66,258,612,1.4,33174,1680859,-1.29,13,45,15,0.8
SAL33175,Wura,SAL33175,17,31,0,1249,3.8,33175,893445,6.35,12,53,10,0.0
SAL33176,Wurdong Heights,SAL33176,465,46,340,2583,3.0,33176,1929692,-1.08,7,56,16,0.92
SAL33177,Wurtulla,SAL33177,6254,41,465,1741,2.6,33177,941758,-1.44,1,55,2,2.57
SAL33178,Wuruma Dam,SAL33178,34,39,0,1125,2.7,33178,2480425,1.63,9,57,14,0.0
SAL33179,Wutul,SAL33179,57,49,200,1375,2.5,33179,1650065,7.57,11,18,3,0.63
SAL33180,Wyaga,SAL33180,77,41,200,1562,2.8,33180,1056107,7.83,12,40,16,0.98
SAL33181,Wyalla,SAL33181,43,38,55,575,3.0,33181,547779,0.02,4,47,16,0.52
SAL33182,Wyandra,SAL33182,78,51,155,833,2.3,33182,2286357,-0.51,14,58,17,0.35
SAL33183,Wyaralong,SAL33183,18,34,0,2250,3.2,33183,1902964,1.53,14,47,4,0.0
SAL33184,Wyberba,SAL33184,63,58,300,933,2.3,33184,1089872,1.37,9,34,14,1.43
SAL33185,Wycarbah,SAL33185,36,41,300,1375,2.1,33185,1961742,5.6,14,55,2,0.8
SAL33186,Wychie,SAL33186,30,30,200,1124,2.1,33186,2219109,2.44,3,22,15,0.47
SAL33187,Wycombe,SAL33187,39,49,0,966,2.2,33187,1797391,5.8,11,50,4,0.0
SAL33188,Wynnum,SAL33188,14036,43,400,1887,2.4,33188,1344464,5.49,13,22,18,1.55
SAL33189,Wynnum West,SAL33189,12790,39,413,1791,2.6,33189,877218,3.78,5,45,18,2.45
SAL33190,Wyreema,SAL33190,2076,30,330,1723,2.8,33190,1909993,6.34,1,36,10,0.9
SAL33191,Wyuna (Qld),SAL33191,46,41,0,2750,3.3,33191,1314468,-0.04,11,56,5,0.0
SAL33192,Yaamba,SAL33192,51,49,250,900,2.0,33192,1803533,-0.38,3,33,12,0.72
SAL33193,Yabulu,SAL33193,719,43,280,1354,2.5,33193,2144220,5.51,5,34,16,0.68
SAL33194,Yagaburne,SAL33194,28,35,0,2374,3.9,33194,645364,0.45,6,37,14,0.0
SAL33195,Yagoonya,SAL33195,20,22,160,1375,2.0,33195,1027340,-1.97,13,38,13,0.81
SAL33196,Yalangur,SAL33196,55,57,255,1125,2.5,33196,1855097,7.12,8,57,16,0.71
SAL33197,Yalboroo,SAL33197,146,43,150,1649,2.6,33197,1747486,4.23,1,38,7,0.45
SAL33198,Yamanto,SAL33198,4971,35,318,1925,2.8,33198,829963,2.45,3,50,19,1.99
SAL33199,Yandaran,SAL33199,475,52,200,1204,2.3,33199,2448697,5.26,1,23,18,0.42
SAL33200,Yandarlo,SAL33200,39,26,0,2250,3.1,33200,1525607,1.33,5,54,18,0.0
SAL33201,Yandilla,SAL33201,50,43,200,1542,2.3,33201,1695268,7.54,8,30,12,0.61
SAL33202,Yandina,SAL33202,3073,36,369,1616,2.6,33202,1579037,-1.31,4,41,19,1.22
SAL33203,Yandina Creek,SAL33203,872,42,468,2148,2.9,33203,2355758,4.41,13,59,4,1.03
SAL33204,Yangan,SAL33204,404,47,213,1419,2.6,33204,1515930,5.77,11,51,5,0.73
SAL33205,Yargullen,SAL33205,27,38,200,2125,2.8,33205,1558048,2.69,9,27,14,0.67
SAL33206,Yaroomba,SAL33206,2043,42,500,2262,2.8,33206,1355695,5.55,6,16,2,1.92
SAL33207,Yarrabah,SAL33207,2505,25,150,1254,4.5,33207,612036,7.27,6,26,6,1.27
SAL33208,Yarrabilba,SAL33208,10240,25,375,1585,3.1,33208,688674,5.44,11,55,14,2.83
SAL33209,Yarraden,SAL33209,53,46,99,1437,2.4,33209,787667,1.09,5,47,17,0.65
SAL33210,Yarraman (Qld),SAL33210,1127,55,223,804,2.2,33210,2234702,3.62,13,37,17,0.52
SAL33211,Yarranlea,SAL33211,82,44,270,1625,2.7,33211,1389694,7.12,10,28,12,1.01
SAL33212,Yarrol,SAL33212,15,60,0,1375,2.4,33212,1090348,2.49,5,53,10,0.0
SAL33213,Yarwun,SAL33213,89,52,225,1325,2.2,33213,1819799,4.82,11,44,19,0.64
SAL33214,Yatala,SAL33214,1405,43,495,2506,3.4,33214,1163759,2.66,7,48,16,2.21
SAL33215,Yeerongpilly,SAL33215,2033,34,395,2395,2.5,33215,1871446,-0.79,8,23,14,1.1
SAL33216,Yelarbon,SAL33216,313,48,150,954,2.3,33216,1903626,-1.41,7,29,8,0.41
SAL33217,Yenda (Qld),SAL33217,16,42,0,2750,2.8,33217,1827252,7.52,1,38,4,0.0
SAL33218,Yengarie,SAL33218,615,40,300,1625,2.9,33218,1409121,4.13,1,55,13,1.11
SAL33219,Yeppoon,SAL33219,7037,47,300,1221,2.2,33219,2024149,-0.96,10,39,19,0.77
SAL33220,Yeronga,SAL33220,7062,39,380,1932,2.2,33220,543162,6.57,6,50,10,3.64
SAL33221,Yerra,SAL33221,110,59,240,1138,2.3,33221,2469829,3.23,3,46,4,0.51
SAL33222,Yimbun,SAL33222,30,40,315,2062,3.6,33222,773497,5.72,13,35,2,2.12
SAL33223,Yorkeys Knob,SAL33223,2794,46,310,1234,2.0,33223,612313,-0.73,12,56,8,2.63
SAL33224,Yowah,SAL33224,126,62,100,491,1.6,33224,528477,7.07,9,53,13,0.98
SAL33225,Yugar,SAL33225,406,44,428,2666,3.0,33225,2228506,3.91,11,20,15,1.0
SAL33226,Yulabilla,SAL33226,41,39,0,1958,3.2,33226,586373,5.38,7,39,14,0.0
SAL33227,Yuleba,SAL33227,271,50,182,955,2.3,33227,2477517,-1.69,2,16,6,0.38
SAL33228,Yuleba North,SAL33228,26,59,120,1625,1.7,33228,1193464,1.15,12,45,13,0.52
SAL33229,Yuleba South,SAL33229,21,53,0,1375,2.6,33229,1218730,0.67,14,44,9,0.0
SAL33230,Yungaburra,SAL33230,1272,53,290,1296,2.2,33230,2077415,7.5,3,29,7,0.73
SAL33231,Yuruga,SAL33231,64,50,165,1666,2.5,33231,568359,-0.15,8,32,19,1.51
SAL33232,Zillmere,SAL33232,9323,34,350,1426,2.3,33232,1996672,5.07,13,46,8,0.91
SAL33233,Zilzie,SAL33233,2846,43,370,1339,2.5,33233,1692564,-1.57,14,28,16,1.14
SAL39494,No usual address (Qld),SAL39494,14670,0,0,0,0.0,39494,1674726,-0.02,1,32,11,0.0
SAL39797,Migratory - Offshore - Shipping (Qld),SAL39797,183,39,0,1749,1.5,39797,973919,1.39,5,49,10,0.0
SAL40001,Aberfoyle Park,SAL40001,11234,42,340,1765,2.6,40001,2245381,5.95,10,36,17,0.79
SAL40002,Adelaide,SAL40002,18202,31,400,1365,1.8,40002,1858356,5.9,1,28,5,1.12
SAL40003,Adelaide Airport,SAL40003,4,51,0,0,0.0,40003,2015719,7.53,12,52,11,0.0
SAL40004,Agery,SAL40004,90,33,273,1781,2.9,40004,1316117,7.17,9,28,11,1.08
SAL40005,Alawoona,SAL40005,25,63,0,850,1.7,40005,1337566,-1.18,7,48,9,0.0
SAL40006,Albert Park (SA),SAL40006,1780,39,300,1503,2.4,40006,851060,6.3,5,36,2,1.83
SAL40007,Alberton (SA),SAL40007,1860,44,279,1350,2.1,40007,1656543,2.51,6,30,4,0.88
SAL40008,Aldgate,SAL40008,3471,45,500,2561,2.8,40008,594455,6.66,11,30,13,4.37
SAL40009,Aldinga,SAL40009,764,49,255,1102,2.1,40009,2331699,-1.11,3,30,8,0.57
SAL40010,Aldinga Beach,SAL40010,10667,39,320,1297,2.5,40010,2009639,6.23,3,54,2,0.83
SAL40011,Alford,SAL40011,159,47,200,1286,2.3,40011,1723981,-0.4,7,52,2,0.6
SAL40012,Allenby Gardens,SAL40012,2045,40,323,1732,2.5,40012,739646,1.34,7,32,5,2.27
SAL40013,Allendale East,SAL40013,484,35,231,1437,2.8,40013,689937,-1.71,7,37,19,1.74
SAL40014,Allendale North,SAL40014,162,44,319,1687,2.9,40014,972312,-0.76,2,54,6,1.71
SAL40015,Alma (SA),SAL40015,66,37,290,2166,3.5,40015,1336188,2.46,2,32,2,1.13
SAL40016,Altona (SA),SAL40016,114,50,350,1468,2.2,40016,885007,6.18,11,36,2,2.06
SAL40017,Amata,SAL40017,393,28,80,1062,4.0,40017,561192,5.74,12,54,6,0.74
SAL40018,American Beach,SAL40018,0,72,0,0,0.0,40018,691758,0.35,5,44,19,0.0
SAL40019,American River,SAL40019,280,63,200,831,1.8,40019,1335165,-0.48,4,56,10,0.78
SAL40020,Amyton,SAL40020,9,69,0,687,1.7,40020,1783737,1.89,7,56,11,0.0
SAL40021,Anama,SAL40021,7,29,300,1999,1.5,40021,1312425,6.83,3,32,8,1.19
SAL40022,Anangu Pitjantjatjara Yankunytjatjara,SAL40022,205,32,46,1416,3.0,40022,2234428,-1.09,5,32,16,0.11
SAL40023,Andamooka,SAL40023,262,57,150,703,1.7,40023,2224917,3.43,2,55,15,0.35
SAL40024,Andamooka Station,SAL40024,7,67,330,1374,1.7,40024,786287,-1.11,1,15,5,2.18
SAL40025,Andrews,SAL40025,32,54,60,1375,2.6,40025,1547635,2.7,9,56,15,0.2
SAL40026,Andrews Farm,SAL40026,8699,28,300,1465,2.9,40026,1215637,-0.73,13,29,8,1.28
SAL40027,Angas Plains,SAL40027,81,43,220,1218,2.7,40027,1655620,-1.2,4,19,9,0.69
SAL40028,Angas Valley,SAL40028,52,53,210,1375,2.6,40028,2053749,-0.09,8,41,9,0.53
SAL40029,Angaston,SAL40029,2202,46,249,1309,2.3,40029,681062,0.55,13,31,6,1.9
SAL40030,Angle Park,SAL40030,1555,41,199,1163,2.5,40030,2201270,0.76,12,55,12,0.47
SAL40031,Angle Vale,SAL40031,4051,35,350,2248,3.1,40031,956104,4.45,7,46,3,1.9
SAL40032,Anna Creek,SAL40032,176,30,0,1999,3.0,40032,569351,-1.45,14,52,16,0.0
SAL40033,Annadale,SAL40033,37,52,0,949,2.1,40033,2039164,-1.19,12,40,19,0.0
SAL40034,Antechamber Bay,SAL40034,13,62,0,725,2.0,40034,2253935,-0.11,1,16,16,0.0
SAL40035,Apamurra,SAL40035,11,65,16,1375,2.0,40035,734085,6.72,10,42,8,0.11
SAL40036,Apoinga,SAL40036,29,39,100,1187,2.9,40036,1258171,4.29,11,59,5,0.41
SAL40037,Appila,SAL40037,91,50,123,1275,2.7,40037,998095,5.3,7,37,15,0.64
SAL40038,Arcoona,SAL40038,82,34,50,1375,2.0,40038,570309,1.7,2,34,9,0.46
SAL40039,Ardrossan,SAL40039,1269,61,228,844,1.9,40039,1429950,0.13,3,50,11,0.83
SAL40040,Arkaroola,SAL40040,32,38,75,1625,2.3,40040,1186093,-1.62,14,56,14,0.33
SAL40041,Armagh,SAL40041,351,48,280,1774,2.6,40041,1667732,2.89,1,36,7,0.87
SAL40042,Arno Bay,SAL40042,314,52,183,982,2.2,40042,838144,3.74,7,25,5,1.14
SAL40043,Arthurton,SAL40043,157,48,170,1437,2.4,40043,1990424,6.97,3,42,6,0.44
SAL40044,Ascot Park,SAL40044,3588,34,320,1381,2.2,40044,521576,6.82,6,59,11,3.19
SAL40045,Ashbourne (SA),SAL40045,308,46,350,1660,2.6,40045,2076184,2.25,12,36,14,0.88
SAL40046,Ashford (SA),SAL40046,1157,35,320,1605,2.2,40046,1166110,2.24,13,31,12,1.43
SAL40047,Ashton,SAL40047,481,51,350,2355,2.7,40047,1127290,-0.39,7,45,6,1.61
SAL40048,Ashville,SAL40048,28,38,0,1792,2.7,40048,1733111,0.57,3,25,6,0.0
SAL40049,Athelstone,SAL40049,9601,43,360,1941,2.7,40049,1575148,7.26,2,50,2,1.19
SAL40050,Athol Park,SAL40050,2023,34,320,1380,2.7,40050,1535865,-0.59,9,28,10,1.08
SAL40051,Auburn (SA),SAL40051,668,54,230,1218,2.1,40051,1828668,7.69,9,49,8,0.65
SAL40052,Auldana,SAL40052,629,48,685,2592,2.8,40052,2068690,3.05,7,37,10,1.72
SAL40053,Australia Plains,SAL40053,41,40,233,850,2.7,40053,1140816,2.57,14,43,11,1.06
SAL40054,Avenue Range,SAL40054,112,41,120,1562,2.5,40054,1194186,-0.25,5,37,4,0.52
SAL40055,Avoca Dell,SAL40055,166,35,252,2036,2.8,40055,589051,4.62,4,58,19,2.22
